id,name,group,pattern,equipment,level,tracks,source,purpose,caution
swiss-ball-preacher-curl,Swiss-Ball Preacher Curl,Biceps / Arms,Arms,Swiss ball,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
telle-curl,Telle Curl,Biceps / Arms,Arms,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
triceps-pressdown,Triceps Pressdown,Triceps / Arms,Arms,Cable station,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
twisting-standing-dumbbell-curl,Twisting Standing Dumbbell Curl,Biceps / Arms,Arms,Dumbbells,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
underhand-grip-triceps-pressdown,Underhand-Grip Triceps Pressdown,Triceps / Arms,Arms,Cable station,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
wide-grip-barbell-curl,Wide-Grip Barbell Curl,Biceps / Arms,Arms,Barbell,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
wide-grip-ez-bar-curl,Wide-Grip EZ-Bar Curl,Biceps / Arms,Arms,Barbell,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,Adds direct arm strength while supporting pressing and pulling.,"Use a load and range that allow clean, repeatable reps."
bar-hold,Bar Hold,Forearms / Grip,Carry / Grip,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,"Builds grip, posture, trunk stiffness, and real-world strength.","Use a load and range that allow clean, repeatable reps."
farmer-s-walk,Farmer’s Walk,Forearms / Grip,Carry / Grip,Dumbbells,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,"Builds grip, posture, trunk stiffness, and real-world strength.","Use a load and range that allow clean, repeatable reps."
hex-dumbbell-hold,Hex Dumbbell Hold,Forearms / Grip,Carry / Grip,Dumbbells,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,"Builds grip, posture, trunk stiffness, and real-world strength.","Use a load and range that allow clean, repeatable reps."
plate-pinch-curl,Plate Pinch Curl,Forearms / Grip,Carry / Grip,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,"Builds grip, posture, trunk stiffness, and real-world strength.","Use a load and range that allow clean, repeatable reps."
wrist-curl,Wrist Curl,Forearms / Grip,Carry / Grip,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,"Builds grip, posture, trunk stiffness, and real-world strength.","Use a load and range that allow clean, repeatable reps."
wrist-extension,Wrist Extension,Forearms / Grip,Carry / Grip,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Arms,"Builds grip, posture, trunk stiffness, and real-world strength.","Use a load and range that allow clean, repeatable reps."
farmer-s-walk-on-toes,Farmer’s Walk on Toes,Hip Adductors / Calves,Carry / Grip,Dumbbells,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Quadriceps & Calves,"Builds grip, posture, trunk stiffness, and real-world strength.","Use a load and range that allow clean, repeatable reps."
bent-leg-calf-stretch,Bent-Leg Calf Stretch,Quads / Calves,Mobility,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,Maintains usable range of motion for better lifting and daily movement.,"Stretch or mobilize into comfort, not pain."
kneeling-hip-flexor-stretch,Kneeling Hip Flexor Stretch,Quads / Calves,Mobility,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,Maintains usable range of motion for better lifting and daily movement.,"Stretch or mobilize into comfort, not pain."
straight-leg-calf-stretch,Straight-Leg Calf Stretch,Quads / Calves,Mobility,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,Maintains usable range of motion for better lifting and daily movement.,"Stretch or mobilize into comfort, not pain."
barbell-jump-squat,Barbell Jump Squat,Quadriceps / Glutes,Power,Barbell,Advanced,50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
body-weight-jump-squat,Body-Weight Jump Squat,Quadriceps / Glutes,Power,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
depth-jump,Depth Jump,Quadriceps / Glutes,Power,General,Advanced,50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
dumbbell-jump-squat,Dumbbell Jump Squat,Quadriceps / Glutes,Power,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
dumbbell-split-jump,Dumbbell Split Jump,Quadriceps / Glutes,Power,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
high-box-jump,High Box Jump,Quadriceps / Glutes,Power,General,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
iso-explosive-body-weight-jump-squat,Iso-Explosive Body-Weight Jump Squat,Quadriceps / Glutes,Power,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
alternating-barbell-lunge,Alternating Barbell Lunge,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
alternating-dumbbell-lunge,Alternating Dumbbell Lunge,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-box-lunge,Barbell Box Lunge,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-bulgarian-split-squat,Barbell Bulgarian Split Squat,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-crossover-lunge,Barbell Crossover Lunge,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-front-split-squat,Barbell Front Split Squat,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-front-squat,Barbell Front Squat,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-hack-squat,Barbell Hack Squat,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-lunge,Barbell Lunge,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-quarter-squat,Barbell Quarter Squat,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-side-lunge,Barbell Side Lunge,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-siff-squat,Barbell Siff Squat,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-split-squat,Barbell Split Squat,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-squat,Barbell Squat,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-squat-with-heels-raised,Barbell Squat with Heels Raised,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
barbell-stepover,Barbell Stepover,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
body-weight-squat,Body-Weight Squat,Quadriceps / Glutes,Squat,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
body-weight-squat-with-knee-press-out,Body-Weight Squat with Knee Press-Out,Quadriceps / Glutes,Squat,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
body-weight-wall-squat,Body-Weight Wall Squat,Quadriceps / Glutes,Squat,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
braced-squat,Braced Squat,Quadriceps / Glutes,Squat,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
crossed-arm-barbell-front-squat,Crossed-Arm Barbell Front Squat,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-box-lunge,Dumbbell Box Lunge,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-bulgarian-split-squat,Dumbbell Bulgarian Split Squat,Quadriceps / Glutes,Squat,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-crossover-lunge,Dumbbell Crossover Lunge,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-diagonal-lunge,Dumbbell Diagonal Lunge,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-front-squat,Dumbbell Front Squat,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-lunge,Dumbbell Lunge,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-lunge-and-rotation,Dumbbell Lunge and Rotation,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-rotational-lunge,Dumbbell Rotational Lunge,Quadriceps / Glutes,Squat,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-side-lunge,Dumbbell Side Lunge,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-side-lunge-and-touch,Dumbbell Side Lunge and Touch,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-split-squat,Dumbbell Split Squat,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-squat,Dumbbell Squat,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-stepover,Dumbbell Stepover,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
elevated-back-foot-barbell-split-squat,Elevated-Back-Foot Barbell Split Squat,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
elevated-back-foot-dumbbell-split-squat,Elevated-Back-Foot Dumbbell Split Squat,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
elevated-front-foot-barbell-split-squat,Elevated-Front-Foot Barbell Split Squat,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
elevated-front-foot-dumbbell-split-squat,Elevated-Front-Foot Dumbbell Split Squat,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
goblet-squat,Goblet Squat,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
offset-dumbbell-lunge,Offset Dumbbell Lunge,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
offset-dumbbell-reverse-lunge,Offset Dumbbell Reverse Lunge,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
overhead-barbell-squat,Overhead Barbell Squat,Quadriceps / Glutes,Squat,Barbell,Advanced,50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.",Best for trained clients; regress when control or comfort is uncertain.
overhead-dumbbell-lunge,Overhead Dumbbell Lunge,Quadriceps / Glutes,Squat,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
overhead-dumbbell-reverse-lunge,Overhead Dumbbell Reverse Lunge,Quadriceps / Glutes,Squat,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
overhead-dumbbell-split-squat,Overhead Dumbbell Split Squat,Quadriceps / Glutes,Squat,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
overhead-dumbbell-squat,Overhead Dumbbell Squat,Quadriceps / Glutes,Squat,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
partial-single-leg-squat,Partial Single-Leg Squat,Quadriceps / Glutes,Squat,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
pistol-squat,Pistol Squat,Quadriceps / Glutes,Squat,Body weight,Advanced,Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.",Best for trained clients; regress when control or comfort is uncertain.
prisoner-squat,Prisoner Squat,Quadriceps / Glutes,Squat,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
reverse-barbell-box-lunge,Reverse Barbell Box Lunge,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
reverse-barbell-crossover-lunge,Reverse Barbell Crossover Lunge,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
reverse-barbell-lunge,Reverse Barbell Lunge,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
reverse-dumbbell-box-lunge,Reverse Dumbbell Box Lunge,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
reverse-dumbbell-box-lunge-with-forward-reach,Reverse Dumbbell Box Lunge with Forward Reach,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
reverse-dumbbell-crossover-lunge,Reverse Dumbbell Crossover Lunge,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
reverse-dumbbell-diagonal-lunge,Reverse Dumbbell Diagonal Lunge,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
reverse-dumbbell-lunge,Reverse Dumbbell Lunge,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
single-leg-bench-getup,Single-Leg Bench Getup,Quadriceps / Glutes,Squat,General,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
single-leg-bent-knee-calf-raise,Single-Leg Bent-Knee Calf Raise,Hip Adductors / Calves,Squat,General,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
single-leg-donkey-calf-raise,Single-Leg Donkey Calf Raise,Hip Adductors / Calves,Squat,General,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
single-leg-squat,Single-Leg Squat,Quadriceps / Glutes,Squat,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
single-leg-standing-dumbbell-calf-raise,Single-Leg Standing Dumbbell Calf Raise,Hip Adductors / Calves,Squat,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
standing-barbell-calf-raise,Standing Barbell Calf Raise,Hip Adductors / Calves,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
standing-cable-hip-adduction,Standing Cable Hip Adduction,Hip Adductors / Calves,Squat,Cable station,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
sumo-squat,Sumo Squat,Quadriceps / Glutes,Squat,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
swiss-ball-body-weight-wall-squat,Swiss-Ball Body-Weight Wall Squat,Quadriceps / Glutes,Squat,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
valslide-hip-adduction,Valslide Hip Adduction,Hip Adductors / Calves,Squat,Sliders / Valslides,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
walking-barbell-lunge,Walking Barbell Lunge,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
walking-dumbbell-lunge,Walking Dumbbell Lunge,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
wide-stance-barbell-squat,Wide-Stance Barbell Squat,Quadriceps / Glutes,Squat,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
wide-stance-goblet-squat,Wide-Stance Goblet Squat,Quadriceps / Glutes,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
zercher-squat,Zercher Squat,Quadriceps / Glutes,Squat,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Quadriceps & Calves,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
back-extension,Back Extension,Glutes / Hamstrings,Hinge,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
barbell-deadlift,Barbell Deadlift,Glutes / Hamstrings,Hinge,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
barbell-good-morning,Barbell Good Morning,Glutes / Hamstrings,Hinge,Barbell,Intermediate,Adult Strength; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
barbell-straight-leg-deadlift,Barbell Straight-Leg Deadlift,Glutes / Hamstrings,Hinge,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Glutes & Hamstrings,"Builds posterior-chain strength through hips, hamstrings, and glutes.","Use a load and range that allow clean, repeatable reps."
